content,text_tokens_stemmed,Label,Label NB,Label NB Average,Label SVM,Label SVM Average,Label NN
Sudah layak menjadi destinasi wisata  nasional,layak destinasi wisata nasional,positif,positif,positif,positif,positif,positif
Pelayanan foto bareng binatang buruk dan Kaku,layan foto bareng binatang buruk kaku,negatif,positif,positif,negatif,positif,negatif
Tempat untuk nyore hari,nyore,positif,positif,positif,positif,positif,positif
"Tempat yang sangat bagus untuk pergi bersama anak-anak.. biaya masuk sangat terjangkau, pemandangannya menakjubkan karena dekat pantai.. beberapa tempat sedang dalam renovasi berharap akan segera ada lebih banyak hewan & pertunjukan menarik.. pasti akan berkunjung lagi setelah itu renovasi selesai",bagus pergi anakanak biaya masuk jangkau pandang takjub pantai renovasi harap hewan tunjuk tarik kunjung renovasi selesai,positif,positif,positif,positif,positif,positif
Hanya lewat,,positif,positif,positif,positif,positif,positif
"Bagi saya, konsep safari beach baik dari sisi wahana dan lokasi nya kalau bisa dioptimalkan bisa menjadi tempat wisata yang paling menarik di Jawa Tengah. …",konsep safari beach sisi wahana lokasi nya optimal wisata tarik jawa,negatif,positif,positif,negatif,positif,positif
Luar biasa,,positif,positif,positif,positif,positif,positif
Tempatnya cukup bagus bersih.pemandangan pantai dan ada beberapa satwa dipelihara disana..ada kuliner....terjangkau,tempat bagus bersihpemandangan pantai satwa pelihara disanaada kulinerterjangkau,positif,positif,positif,positif,positif,positif
"Mini zoo
Dolphin center
Beach …",mini zoodolphin centerbeach,positif,positif,positif,positif,positif,positif
"Tempat yang bagus untuk liburan bersama keluarga,,
Banyak edukasi disini,, pertunjukan lumba2,, aneka binatang, dll
Cuma harga food & drink nya aja yg harus di turunin kayaknya😁 …",bagus libur keluargabanyak edukasi tunjuk lumba2 aneka binatang dllcuma harga food drink nya aja yg turunin kayak,positif,positif,positif,positif,positif,positif
Mantab wisata edukasi,mantab wisata edukasi,positif,positif,positif,positif,positif,positif
"Bagus banget buat edukasi anak terkait satwa, koleksi satwa juga beragam, mulai dari dalam maupun luar negeri, aneka jenis ikan, reptil, burung, maupun mamalia darat. yang menjadi primadona di sini adalah pertunjukan lumba-lumba si mamalia …",bagus banget edukasi anak kait satwa koleksi satwa agam negeri aneka jenis ikan reptil burung mamalia darat primadona tunjuk lumbalumba si mamalia,positif,positif,positif,positif,positif,positif
"Taman rekreasi yg familly bgt ini mah
Anak bisa happy liat binatang, liat atraksi binatang,,,
Orangtua bisa bersantai d tepi pantai…",taman rekreasi yg familly bgt mahanak happy liat binatang liat atraksi binatangorangtua santa d tepi pantai,positif,positif,positif,positif,positif,positif
"Bagus, hewan hewan banyak, pertujukkan seru, tapi masih kurang bersih di beberapa tempat seperti di dekat arena apv masih bau got. Beberapa pintu toilet dekat pertujukkan lumba lumba rusak, jadi harus bawa teman untuk jaga jaga.",bagus hewan hewan pertujukkan seru bersih arena apv bau got pintu toilet pertujukkan lumba lumba rusak bawa teman jaga jaga,positif,positif,positif,positif,positif,positif
"Tempat wisata edukasi untuk keluarga.
Cocok untuk berlibur sambil belajar, untuk kunjungan studi sekolah (kelompok belajar (KB), TK, SD & SMP) …",wisata edukasi keluargacocok libur ajar kunjung studi sekolah kelompok ajar kb tk sd smp,positif,positif,positif,positif,positif,positif
"Cocok banget untuk liburan bareng keluarga. Tiket 50-60 ribu bisa dibilang murah banget. Ada banyak pertunjukan, hewan, pastinya pantainya juga bersih, makanannya cukup murah karena ada potongan dri tiket masuk. Rekomended banget pokoknya..",cocok banget libur bareng keluarga tiket 5060 ribu bilang murah banget tunjuk hewan pasti pantai bersih makan murah potong dri tiket masuk rekomended banget pokok,positif,positif,positif,positif,positif,positif
Menghibur..,hibur,positif,positif,positif,positif,positif,positif
"Atraksi dolphin yg paling memikat pengunjung,kemudian ada atraksi burung pemangsa. Kedua atraksi memiliki pelatih"" yg TOP.😁 …",atraksi dolphin yg mikat pengunjungkemudian atraksi burung mangsa atraksi milik latih yg top,positif,positif,positif,positif,positif,positif
Tempat yg seru untuk bermain bersama anak2,yg seru main anak2,positif,positif,positif,positif,positif,positif
"Recommend buat mengisi liburan ...
Banyak wahana buat anak2
Ada atraksi lumba lumba , aneka satwa , atraksi burung pemangsa , atraksi …",recommend isi libur wahana anak2ada atraksi lumba lumba aneka satwa atraksi burung mangsa atraksi,positif,positif,positif,positif,positif,positif
"Tempat rekreasi bersama keluarga yg dekat dengan pantai, ada atraksi lumba-lumba, atraksi burung pemangsa,dll  ngk boleh makanan dr luar karena bahaya buat satwa",rekreasi keluarga yg pantai atraksi lumbalumba atraksi burung pemangsadll ngk makan dr bahaya satwa,positif,positif,positif,positif,positif,positif
"antrian tdk jelas, petugas juga nyolot santai napa si...
saran aja untuk antrian dikasih garis mngkin kaya di bank biar rapi,",antri tdk tugas nyolot santai napa sisaran aja antri kasih garis mngkin kaya bank biar rapi,negatif,positif,positif,negatif,positif,negatif
"Lokasi mudah di jangkau tidak terlalu macet...dsekitaran pantai banyak rumah makan khas laut...permainan buat anak lumayan komplit,koleksi kebun binatang belom smwnya msh ada pembangunan, sarana toilet dan musholah bersih, ada wisata pantai …",lokasi mudah jangkau macetdsekitaran pantai rumah makan khas lautpermainan anak lumayan komplitkoleksi kebun binatang bom smwnya msh bangun sarana toilet musholah bersih wisata pantai,positif,positif,positif,positif,positif,positif
"Tolong buat pengelolah untuk hrga makanan,a yg masuk akal, masa nasi chiken sama teh tawar 2 hrga 50rb",tolong elo hrga makanana yg masuk akal nasi chiken teh tawar 2 hrga 50rb,negatif,positif,positif,negatif,positif,negatif
"harga tiket 60k mahal,voucher makan 20rb,4orang suruh nambah 40rb,es teh harga 10rb,menyesal ke sini...pertama dan terahir kali....
ga boleh bawa makanan,,,harga makanan sama minumam super mahal banget,ga ngotak …",harga tiket 60k mahalvoucher makan 20rb4orang suruh nambah 40rbes teh harga 10rbmenyesal sinipertama terahir kaliga bawa makananharga makan minumam super mahal bangetga ngotak,negatif,positif,positif,negatif,positif,positif
"Sangat tidak RECOMENDED..
Masuk dikasih voucher makan tp aturannya ribet sekali dan SANGAT TIDAK BERGUNA.
Tidak ada komunikasi yg jelas untuk pengunjung..
Jalan ke tempat hewan2 koyok kali sat, rak jelas blas...!!!",recomendedmasuk kasih voucher makan tp atur ribet bergunatidak komunikasi yg pengunjungjalan hewan2 koyok kali sat rak blas,negatif,positif,positif,negatif,positif,negatif
Sayang kurang terawat. Tp srkarang sudah lebih bagus dr waktu awal2. Uda ada area pantai banyak makanan dan anak2 pada banyak main pasir n renang,sayang awat tp srkarang bagus dr awal2 uda area pantai makan anak2 main pasir n renang,positif,positif,positif,positif,positif,positif
Safari beach batang berada di kabupaten Pekalongan. Tempatnya bersih nyaman dan estetik. Setiap pertunjukan tidak bertabrakan jamnya.,safari beach batang kabupaten kalong tempat bersih nyaman estetik tunjuk tabrak jam,positif,positif,positif,positif,positif,positif
Petugas semua profesional berkelas pendidikan setara wisata pengelolaan kelas kota. Tapi bagian loket karcis yang wanita kek tai cemberut tidak ada kata hye selamat datang atau sekedar senyum. Selain itu petugas ramah profesional.  Sayang …,tugas profesional kelas didik tara wisata kelola kelas kota loket karcis wanita kek tai cemberut hye selamat dar senyum tugas ramah profesional sayang,positif,positif,positif,positif,positif,positif
Mie ayam... :D :D,mie ayam d d,positif,positif,positif,positif,positif,positif
"Kelas menengah mending puasa deh, krna pengunjung dilarang bawa makanan dari luar alhasil beli makanan di dalam harganya muahil bingit hampir 3x hrga diwarung,kalo gak segera dibenahi pengunjung bisa sepi",kelas tengah mending puasa deh krna unjung larang bawa makan alhasil beli makan harga muahil bingit 3x hrga diwarungkalo gak benah unjung sepi,negatif,positif,positif,negatif,positif,positif
"Tertata rapi, pilihan makanan lumayan banyak, banyak spot foto tapi sayang jam tutupnya terlalu awal",tata rapi pilih makan lumayan spot foto sayang jam tutup,positif,positif,positif,positif,positif,positif
"Seru, tempat wisata yang keren di kabupaten batang",seru wisata keren kabupaten batang,positif,positif,positif,positif,positif,positif
"Bagus ada seller food berbagai jenis dari beverage and food , fasilitas umum tempat duduk yg paling penting kamar mandi dan mushola tersedia , ada berbagai jenis hewan beo ,unta , gajah ,monkey dll",bagus seller food jenis beverage and food fasilitas duduk yg kamar mandi mushola sedia jenis hewan beo unta gajah monkey dll,positif,positif,positif,positif,positif,positif
"Ramah buat anak
Cuman sayang makan di dalam mahalnya luar biasa udh mahal ga enak …",ramah anakcuman sayang makan mahal udh mahal ga enak,positif,positif,positif,positif,positif,positif
Tempatnya nyaman banget untuk duduk' di pinggir pantai,tempat nyaman banget duduk pinggir pantai,positif,positif,positif,positif,positif,positif
Perlu sediakan Tempat bilas yang tertutup,sedia bilas tutup,positif,positif,positif,positif,positif,positif
"Paket komplit rekreasi anak,emak,keluarga...recomended",paket komplit rekreasi anakemakkeluargarecomended,positif,positif,positif,positif,positif,positif
"Pantai dan kebun binatang (Animal shows, Dolphin, Elephant, etc) menjadi pilihan menarik untuk liburan, apalagi membawa anak-anak dan kerabat! Tempat yg cocok untuk rehat sejenak. Lingkungan bersih dan asri, harga jajanan terjangkau, dan tiket yang murah😃👍👍 …",pantai kebun binatang animal shows dolphin elephant etc pilih tarik libur bawa anakanak kerabat yg cocok rehat lingkung bersih asri harga jajan jangkau tiket murah,positif,positif,positif,positif,positif,positif
Bagus pas buat liburan anak2,bagus pas libur anak2,positif,positif,positif,positif,positif,positif
"Alhamdulillah suka sekali dg suasana pantainya jadi bikin rileks pikiran
apalagi liat atraksi lumba lumba bikin anak anak senang dan bapak pun bahagia.
semoga ada rizki banyak lagi untuk bisa membawa keluarga besar ke SAFARI BEACH BATANG JAWA TENGAH lagi
aamiin",alhamdulillah suka dg suasana pantai bikin rileks pikiranapalagi liat atraksi lumba lumba bikin anak anak senang bahagiasemoga rizki bawa keluarga safari beach batang jawa lagiaamiin,positif,positif,positif,positif,positif,positif
Menyenangkan,senang,positif,positif,positif,positif,positif,positif
"Pengalaman yg seru buat anak2, dg tempat cukup bagus meskipun ada beberapa fasilitas seperti jalan menuju kebun binatangnya yang harus diperbaiki. Tp selain itu semua menurut saya cukup worth it. Dengan harga yang murah tapi sudah bisa …",alam yg seru anak2 dg bagus fasilitas jalan kebun binatang baik tp worth it harga murah,positif,positif,positif,positif,positif,positif
"Wisatanya oke, cuma tiketnya mahal, nakanannya MAHALLL malah ga enak, mie ayam nya hambar mie nya lembek, ayamnya dikit  sayurannya secuil, kuahnya bening kek air rebusan, es teh mahall 10.000, eskrim kirain wals ternyata bukan, cuma foto sm lumba2 pake hp sendiri bayar 25rb, ga ada harimau, singa, jerapah, kudanil dll...membosankan",wisata oke tiket mahal nakanannya mahalll ga enak mie ayam nya hambar mie nya lembek ayam dikit sayur cuil kuah bening kek air rebus es teh mahall 10000 eskrim kirain wals foto sm lumba2 pake hp bayar 25rb ga harimau singa jerapah kudanil dllmembosankan,negatif,positif,positif,negatif,positif,negatif
recomended....okey smua...k,recomendedokey smuak,positif,positif,positif,positif,positif,positif
"Wisata edukasi yang cocok untuk anak-anak.. hewan-hewan cukup lengkap, ada gajah, unta, rusa, banteng, ular, ikan, burung dll..
Ada pertunjukan edukasi lumba-lumba, burung pemangsa, dll yang memiliki jadwal …",wisata edukasi cocok anakanak hewanhewan lengkap gajah unta rusa banteng ular ikan burung dllada tunjuk edukasi lumbalumba burung mangsa dll milik jadwal,positif,positif,positif,positif,positif,positif
Pantai yang indah dan menyenangkan,pantai indah senang,positif,positif,positif,positif,positif,positif
Banyak yang harus ditingkatkan,tingkat,positif,positif,positif,positif,positif,positif
Seru,seru,positif,positif,positif,positif,positif,positif
Bagus…tapi Sayang sekali…di sini banyak orang yg merokok…padahal kawasan banyak anak2…harusnya lebih di tertibkan lg mengenai aturan ini agar anak2/balita/batita lebih nyaman….,bagustapi sayang sekalidi orang yg merokokpadahal kawasan anak2harusnya tertib lg atur anak2balitabatita nyaman,negatif,positif,positif,negatif,positif,negatif
"Tempatnya belum tertata,masih banyak jalan berbatu,dan pertunjukannya masih biasa saja,tempat binatangnya juga seperti tidak terawat,tempat ini enaknya nyambung dengan pantai,anak2 kalau sdh bosan di kebun binatang bisa langsung main ke pantai.",tempat tertatamasih jalan berbatudan tunjuk sajatempat binatang terawattempat enak nyambung pantaianak2 sdh bosan kebun binatang langsung main pantai,positif,positif,positif,positif,positif,positif
"Banyak tempat duduk dan jajanan, tapi sayang belum bisa cashless, tidak tersedia ATM juga. Harus siap uang cash banyak kalau ke sini. Cocok untuk bawa anak dengan pertunjukan lumba-lumba dan burung, bisa menunggangi gajah, unta, dan kuda …",duduk jajan sayang cashless sedia atm uang cash cocok bawa anak tunjuk lumbalumba burung tunggang gajah unta kuda,positif,positif,positif,positif,positif,positif
"Tiket masuk per orang 60rb dapat voucher makan 20rb, masih perbaikan resto, ada minizoo, pantai, hewan tunggang, feeding, atraksi hewan2, dan atraksi utama dolphin mantab, kesukaan anak2 pas coach terbang kayak ironman 👍👍👍 …",tiket masuk orang 60rb voucher makan 20rb baik resto minizoo pantai hewan tunggang feeding atraksi hewan2 atraksi utama dolphin mantab suka anak2 pas coach terbang kayak ironman,positif,positif,positif,positif,positif,positif
seru,seru,positif,positif,positif,positif,positif,positif
"Jangan pernah merasa gagal saat belajar,  itu adalah bagian dari proses...",gagal ajar proses,positif,positif,positif,positif,positif,positif
"Tempat bersih, pelayanannya ramah ramah",bersih layan ramah ramah,positif,positif,positif,positif,positif,positif
"Belum jadi 100%, masih tahap pembangunan... tapi tidak masalah.. fasilitas oke.. HTM weekend 60rb/orang, anak diatas 2tahun sudah bayar sendiri..",100 tahap bangun fasilitas oke htm weekend 60rborang anak atas 2tahun bayar,positif,positif,positif,positif,positif,positif
Tempat wisata rekomendasi di Batang,wisata rekomendasi batang,positif,positif,positif,positif,positif,positif
"Tempatnya bagus, perbanyak tempat duduk buat pengunjung soalnya dikit banget tempat duduknya buat istirahat",tempat bagus banyak duduk unjung dikit banget duduk istirahat,positif,positif,positif,positif,positif,positif
"Asik banget buat liburan bareng keluarga,, mantap pokoknya",asik banget libur bareng keluarga mantap pokok,positif,positif,positif,positif,positif,positif
